Virtual: 16916, Physical:    20, Value:   0, TLB hit: false, PT hit: false 
Virtual: 34754, Physical: 18114, Value:  33, TLB hit: false, PT hit: true 
Virtual: 14668, Physical: 33356, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38362, Physical: 20442, Value:  37, TLB hit: false, PT hit: true 
Virtual: 38791, Physical: 46983, Value: 225, TLB hit: false, PT hit: true 
Virtual:  4171, Physical: 50763, Value:  18, TLB hit: false, PT hit: false 
Virtual: 45975, Physical: 51095, Value: 229, TLB hit: false, PT hit: false 
Virtual: 14623, Physical: 33311, Value:  71, TLB hit: true
Virtual: 62393, Physical: 23993, Value:   0, TLB hit: false, PT hit: true 
Virtual: 64658, Physical:  6546, Value:  63, TLB hit: false, PT hit: true 
Virtual: 10963, Physical: 12499, Value: 180, TLB hit: false, PT hit: true 
Virtual:  9058, Physical: 48226, Value:   8, TLB hit: false, PT hit: true 
Virtual: 51031, Physical: 42839, Value: 213, TLB hit: false, PT hit: true 
Virtual: 32425, Physical:  7081, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45483, Physical: 45995, Value: 106, TLB hit: false, PT hit: true 
Virtual: 44611, Physical: 11075, Value: 144, TLB hit: false, PT hit: true 
Virtual: 63664, Physical: 28336, Value:   0, TLB hit: false, PT hit: true 
Virtual: 54920, Physical:  3720, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7663, Physical:  6383, Value: 123, TLB hit: false, PT hit: true 
Virtual: 56480, Physical: 51360, Value:   0, TLB hit: false, PT hit: false 
Virtual:  1489, Physical: 51665, Value:   0, TLB hit: false, PT hit: false 
Virtual: 28438, Physical: 27926, Value:  27, TLB hit: false, PT hit: true 
Virtual: 65449, Physical: 30633, Value:   0, TLB hit: false, PT hit: true 
Virtual: 12441, Physical: 45209, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58530, Physical: 15522, Value:  57, TLB hit: false, PT hit: true 
Virtual: 63570, Physical: 28242, Value:  62, TLB hit: true
Virtual: 26251, Physical: 49291, Value: 162, TLB hit: false, PT hit: true 
Virtual: 15972, Physical: 21092, Value:   0, TLB hit: false, PT hit: true 
Virtual: 35826, Physical: 44018, Value:  34, TLB hit: false, PT hit: true 
Virtual:  5491, Physical: 21619, Value:  92, TLB hit: false, PT hit: true 
Virtual: 54253, Physical: 51949, Value:   0, TLB hit: false, PT hit: false 
Virtual: 49655, Physical: 45559, Value: 125, TLB hit: false, PT hit: true 
Virtual:  5868, Physical: 52204, Value:   0, TLB hit: false, PT hit: false 
Virtual: 20163, Physical: 40643, Value: 176, TLB hit: false, PT hit: true 
Virtual: 51079, Physical: 42887, Value: 225, TLB hit: false, PT hit: true 
Virtual: 21398, Physical:  9110, Value:  20, TLB hit: false, PT hit: true 
Virtual: 32756, Physical:  9716, Value:   0, TLB hit: false, PT hit: true 
Virtual: 64196, Physical:  4548, Value:   0, TLB hit: false, PT hit: true 
Virtual: 43218, Physical: 17618, Value:  42, TLB hit: false, PT hit: true 
Virtual: 21583, Physical: 52303, Value:  19, TLB hit: false, PT hit: false 
Virtual: 25086, Physical: 52734, Value:  24, TLB hit: false, PT hit: false 
Virtual: 45515, Physical: 46027, Value: 114, TLB hit: false, PT hit: true 
Virtual: 12893, Physical: 30301, Value:   0, TLB hit: false, PT hit: true 
Virtual: 22914, Physical: 52866, Value:  22, TLB hit: false, PT hit: false 
Virtual: 58969, Physical: 14937, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20094, Physical: 40574, Value:  19, TLB hit: true
Virtual: 13730, Physical: 53154, Value:  13, TLB hit: false, PT hit: false 
Virtual: 44059, Physical: 53275, Value:   6, TLB hit: false, PT hit: false 
Virtual: 28931, Physical: 16387, Value:  64, TLB hit: false, PT hit: true 
Virtual: 13533, Physical: 36317, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33134, Physical: 53614, Value:  32, TLB hit: false, PT hit: false 
Virtual: 28483, Physical: 27971, Value: 208, TLB hit: false, PT hit: true 
Virtual:  1220, Physical: 40900, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38174, Physical: 20254, Value:  37, TLB hit: false, PT hit: true 
Virtual: 53502, Physical: 35582, Value:  52, TLB hit: false, PT hit: true 
Virtual: 43328, Physical: 29504, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4970, Physical: 13674, Value:   4, TLB hit: false, PT hit: true 
Virtual:  8090, Physical: 33946, Value:   7, TLB hit: false, PT hit: true 
Virtual:  2661, Physical: 53861, Value:   0, TLB hit: false, PT hit: false 
Virtual: 53903, Physical: 54159, Value: 163, TLB hit: false, PT hit: false 
Virtual: 11025, Physical: 39953, Value:   0, TLB hit: false, PT hit: true 
Virtual: 26627, Physical: 42499, Value:   0, TLB hit: false, PT hit: true 
Virtual: 18117, Physical: 18885, Value:   0, TLB hit: false, PT hit: true 
Virtual: 14505, Physical:  5801, Value:   0, TLB hit: false, PT hit: true 
Virtual: 61528, Physical: 23128, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20423, Physical: 16839, Value: 241, TLB hit: false, PT hit: true 
Virtual: 26962, Physical: 26962, Value:  26, TLB hit: false, PT hit: true 
Virtual: 36392, Physical: 14376, Value:   0, TLB hit: false, PT hit: true 
Virtual: 11365, Physical: 54373, Value:   0, TLB hit: false, PT hit: false 
Virtual: 50882, Physical: 26306, Value:  49, TLB hit: false, PT hit: true 
Virtual: 41668, Physical: 41924, Value:   0, TLB hit: false, PT hit: true 
Virtual: 30497, Physical: 16161, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36216, Physical: 54648, Value:   0, TLB hit: false, PT hit: false 
Virtual:  5619, Physical: 21747, Value: 124, TLB hit: false, PT hit: true 
Virtual: 36983, Physical: 18295, Value:  29, TLB hit: false, PT hit: true 
Virtual: 59557, Physical: 26021, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36663, Physical: 35639, Value: 205, TLB hit: false, PT hit: true 
Virtual: 36436, Physical: 14420, Value:   0, TLB hit: true
Virtual: 37057, Physical: 18369, Value:   0, TLB hit: true
Virtual: 23585, Physical: 54817, Value:   0, TLB hit: false, PT hit: false 
Virtual: 58791, Physical: 55207, Value: 105, TLB hit: false, PT hit: false 
Virtual: 46666, Physical: 55370, Value:  45, TLB hit: false, PT hit: false 
Virtual: 64475, Physical:  5083, Value: 246, TLB hit: false, PT hit: true 
Virtual: 21615, Physical: 52335, Value:  27, TLB hit: false, PT hit: true 
Virtual: 41090, Physical:  8834, Value:  40, TLB hit: false, PT hit: true 
Virtual:  1771, Physical: 43755, Value: 186, TLB hit: false, PT hit: true 
Virtual: 47513, Physical: 32153, Value:   0, TLB hit: false, PT hit: true 
Virtual: 39338, Physical: 55722, Value:  38, TLB hit: false, PT hit: false 
Virtual:  1390, Physical: 51566, Value:   1, TLB hit: false, PT hit: true 
Virtual: 38772, Physical: 46964, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58149, Physical: 34085, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7196, Physical: 43036, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9123, Physical: 48291, Value: 232, TLB hit: false, PT hit: true 
Virtual:  7491, Physical:  6211, Value:  80, TLB hit: false, PT hit: true 
Virtual: 62616, Physical:   408, Value:   0, TLB hit: false, PT hit: true 
Virtual: 15436, Physical: 31820, Value:   0, TLB hit: false, PT hit: true 
Virtual: 17491, Physical: 41043, Value:  20, TLB hit: false, PT hit: true 
Virtual: 53656, Physical:   920, Value:   0, TLB hit: false, PT hit: true 
Virtual: 26449, Physical: 24401, Value:   0, TLB hit: false, PT hit: true 
Virtual: 34935, Physical: 26743, Value:  29, TLB hit: false, PT hit: true 
Virtual: 19864, Physical: 36504, Value:   0, TLB hit: false, PT hit: true 
Virtual: 51388, Physical: 32700, Value:   0, TLB hit: false, PT hit: true 
Virtual: 15155, Physical: 32307, Value: 204, TLB hit: false, PT hit: true 
Virtual: 64775, Physical:  2055, Value:  65, TLB hit: false, PT hit: true 
Virtual: 47969, Physical: 25697, Value:   0, TLB hit: false, PT hit: true 
Virtual: 16315, Physical: 55995, Value: 238, TLB hit: false, PT hit: false 
Virtual:  1342, Physical: 51518, Value:   1, TLB hit: false, PT hit: true 
Virtual: 51185, Physical: 42993, Value:   0, TLB hit: false, PT hit: true 
Virtual:  6043, Physical:  9371, Value: 230, TLB hit: false, PT hit: true 
Virtual: 21398, Physical:  9110, Value:  20, TLB hit: false, PT hit: true 
Virtual:  3273, Physical: 40393, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9370, Physical: 22938, Value:   9, TLB hit: false, PT hit: true 
Virtual: 35463, Physical: 56199, Value: 161, TLB hit: false, PT hit: false 
Virtual: 28205, Physical: 34861, Value:   0, TLB hit: false, PT hit: true 
Virtual:  2351, Physical:  4655, Value:  75, TLB hit: false, PT hit: true 
Virtual: 28999, Physical: 16455, Value:  81, TLB hit: false, PT hit: true 
Virtual: 47699, Physical: 56403, Value: 148, TLB hit: false, PT hit: false 
Virtual: 46870, Physical: 19734, Value:  45, TLB hit: false, PT hit: true 
Virtual: 22311, Physical: 11303, Value: 201, TLB hit: false, PT hit: true 
Virtual: 22124, Physical: 56684, Value:   0, TLB hit: false, PT hit: false 
Virtual: 22427, Physical: 11419, Value: 230, TLB hit: true
Virtual: 49344, Physical:  8640, Value:   0, TLB hit: false, PT hit: true 
Virtual: 23224, Physical: 36024, Value:   0, TLB hit: false, PT hit: true 
Virtual:  5514, Physical: 21642, Value:   5, TLB hit: false, PT hit: true 
Virtual: 20504, Physical: 56856, Value:   0, TLB hit: false, PT hit: false 
Virtual:   376, Physical: 57208, Value:   0, TLB hit: false, PT hit: false 
Virtual:  2014, Physical: 33246, Value:   1, TLB hit: false, PT hit: true 
Virtual: 38700, Physical: 46892, Value:   0, TLB hit: false, PT hit: true 
Virtual: 13098, Physical: 44330, Value:  12, TLB hit: false, PT hit: true 
Virtual: 62435, Physical: 24035, Value: 248, TLB hit: false, PT hit: true 
Virtual: 48046, Physical: 25774, Value:  46, TLB hit: false, PT hit: true 
Virtual: 63464, Physical: 17128, Value:   0, TLB hit: false, PT hit: true 
Virtual: 12798, Physical: 31230, Value:  12, TLB hit: false, PT hit: true 
Virtual: 51178, Physical: 42986, Value:  49, TLB hit: false, PT hit: true 
Virtual:  8627, Physical: 20147, Value: 108, TLB hit: false, PT hit: true 
Virtual: 27083, Physical: 27083, Value: 114, TLB hit: false, PT hit: true 
Virtual: 47198, Physical: 29790, Value:  46, TLB hit: false, PT hit: true 
Virtual: 44021, Physical: 57589, Value:   0, TLB hit: false, PT hit: false 
Virtual: 32792, Physical:  4120, Value:   0, TLB hit: false, PT hit: true 
Virtual: 43996, Physical: 57564, Value:   0, TLB hit: true
Virtual: 41126, Physical:  8870, Value:  40, TLB hit: false, PT hit: true 
Virtual: 64244, Physical:  4596, Value:   0, TLB hit: false, PT hit: true 
Virtual: 37047, Physical: 18359, Value:  45, TLB hit: false, PT hit: true 
Virtual: 60281, Physical: 57721, Value:   0, TLB hit: false, PT hit: false 
Virtual: 52904, Physical: 47784, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7768, Physical: 57944, Value:   0, TLB hit: false, PT hit: false 
Virtual: 55359, Physical: 58175, Value:  15, TLB hit: false, PT hit: false 
Virtual:  3230, Physical: 40350, Value:   3, TLB hit: false, PT hit: true 
Virtual: 44813, Physical: 13069, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4116, Physical: 50708, Value:   0, TLB hit: false, PT hit: true 
Virtual: 65222, Physical: 48582, Value:  63, TLB hit: false, PT hit: true 
Virtual: 28083, Physical:  3507, Value: 108, TLB hit: false, PT hit: true 
Virtual: 60660, Physical:  7412, Value:   0, TLB hit: false, PT hit: true 
Virtual:    39, Physical: 58407, Value:   9, TLB hit: false, PT hit: false 
Virtual:   328, Physical: 57160, Value:   0, TLB hit: false, PT hit: true 
Virtual: 47868, Physical: 56572, Value:   0, TLB hit: false, PT hit: true 
Virtual: 13009, Physical: 30417, Value:   0, TLB hit: false, PT hit: true 
Virtual: 22378, Physical: 11370, Value:  21, TLB hit: false, PT hit: true 
Virtual: 39304, Physical: 55688, Value:   0, TLB hit: false, PT hit: true 
Virtual: 11171, Physical: 40099, Value: 232, TLB hit: false, PT hit: true 
Virtual:  8079, Physical: 33935, Value: 227, TLB hit: false, PT hit: true 
Virtual: 52879, Physical: 47759, Value: 163, TLB hit: false, PT hit: true 
Virtual:  5123, Physical: 15107, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4356, Physical: 58628, Value:   0, TLB hit: false, PT hit: false 
Virtual: 45745, Physical:  7857, Value:   0, TLB hit: false, PT hit: true 
Virtual: 32952, Physical:  4280, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4657, Physical: 27697, Value:   0, TLB hit: false, PT hit: true 
Virtual: 24142, Physical: 33614, Value:  23, TLB hit: false, PT hit: true 
Virtual: 23319, Physical: 20503, Value: 197, TLB hit: false, PT hit: true 
Virtual: 13607, Physical: 53031, Value:  73, TLB hit: false, PT hit: true 
Virtual: 46304, Physical: 50144, Value:   0, TLB hit: false, PT hit: true 
Virtual: 17677, Physical:  9741, Value:   0, TLB hit: false, PT hit: true 
Virtual: 59691, Physical: 47403, Value:  74, TLB hit: false, PT hit: true 
Virtual: 50967, Physical: 42775, Value: 197, TLB hit: false, PT hit: true 
Virtual:  7817, Physical: 57993, Value:   0, TLB hit: false, PT hit: true 
Virtual:  8545, Physical: 20065, Value:   0, TLB hit: false, PT hit: true 
Virtual: 55297, Physical: 58113, Value:   0, TLB hit: false, PT hit: true 
Virtual: 52954, Physical: 47834, Value:  51, TLB hit: true
Virtual: 39720, Physical: 38184, Value:   0, TLB hit: false, PT hit: true 
Virtual: 18455, Physical:  5399, Value:   5, TLB hit: false, PT hit: true 
Virtual: 30349, Physical: 59021, Value:   0, TLB hit: false, PT hit: false 
Virtual: 63270, Physical: 16934, Value:  61, TLB hit: false, PT hit: true 
Virtual: 27156, Physical: 28692, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20614, Physical: 56966, Value:  20, TLB hit: false, PT hit: true 
Virtual: 19372, Physical: 14252, Value:   0, TLB hit: false, PT hit: true 
Virtual: 48689, Physical: 32817, Value:   0, TLB hit: false, PT hit: true 
Virtual: 49386, Physical:  8682, Value:  48, TLB hit: false, PT hit: true 
Virtual: 50584, Physical: 18584, Value:   0, TLB hit: false, PT hit: true 
Virtual: 51936, Physical: 27360, Value:   0, TLB hit: false, PT hit: true 
Virtual: 34705, Physical: 18065, Value:   0, TLB hit: false, PT hit: true 
Virtual: 13653, Physical: 53077, Value:   0, TLB hit: false, PT hit: true 
Virtual: 50077, Physical: 59293, Value:   0, TLB hit: false, PT hit: false 
Virtual: 54518, Physical: 19446, Value:  53, TLB hit: false, PT hit: true 
Virtual: 41482, Physical: 41738, Value:  40, TLB hit: false, PT hit: true 
Virtual:  4169, Physical: 50761, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36118, Physical: 54550, Value:  35, TLB hit: false, PT hit: true 
Virtual:  9584, Physical: 59504, Value:   0, TLB hit: false, PT hit: false 
Virtual: 18490, Physical:  5434, Value:  18, TLB hit: false, PT hit: true 
Virtual: 55420, Physical: 58236, Value:   0, TLB hit: false, PT hit: true 
Virtual:  5708, Physical: 52044, Value:   0, TLB hit: false, PT hit: true 
Virtual: 23506, Physical: 20690, Value:  22, TLB hit: false, PT hit: true 
Virtual: 15391, Physical: 31775, Value:   7, TLB hit: false, PT hit: true 
Virtual: 36368, Physical: 14352, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38976, Physical:  3904, Value:   0, TLB hit: false, PT hit: true 
Virtual: 50406, Physical: 14054, Value:  49, TLB hit: false, PT hit: true 
Virtual: 49236, Physical:  8532, Value:   0, TLB hit: false, PT hit: true 
Virtual: 65035, Physical: 48395, Value: 130, TLB hit: false, PT hit: true 
Virtual: 30120, Physical:   680, Value:   0, TLB hit: false, PT hit: true 
Virtual: 62551, Physical:   343, Value:  21, TLB hit: false, PT hit: true 
Virtual: 46809, Physical: 55513, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21687, Physical: 52407, Value:  45, TLB hit: false, PT hit: true 
Virtual: 53839, Physical: 54095, Value: 147, TLB hit: false, PT hit: true 
Virtual:  2098, Physical: 35122, Value:   2, TLB hit: false, PT hit: true 
Virtual: 12364, Physical: 45132, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45366, Physical: 45878, Value:  44, TLB hit: false, PT hit: true 
Virtual: 50437, Physical: 18437, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36675, Physical: 35651, Value: 208, TLB hit: false, PT hit: true 
Virtual: 55382, Physical: 58198, Value:  54, TLB hit: false, PT hit: true 
Virtual: 11846, Physical: 59718, Value:  11, TLB hit: false, PT hit: false 
Virtual: 49127, Physical: 50663, Value: 249, TLB hit: false, PT hit: true 
Virtual: 19900, Physical: 36540, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20554, Physical: 56906, Value:  20, TLB hit: false, PT hit: true 
Virtual: 19219, Physical: 14099, Value: 196, TLB hit: false, PT hit: true 
Virtual: 51483, Physical: 15899, Value:  70, TLB hit: false, PT hit: true 
Virtual: 58090, Physical:  3306, Value:  56, TLB hit: false, PT hit: true 
Virtual: 39074, Physical:  4002, Value:  38, TLB hit: false, PT hit: true 
Virtual: 16060, Physical: 21180, Value:   0, TLB hit: false, PT hit: true 
Virtual: 10447, Physical: 14799, Value:  51, TLB hit: false, PT hit: true 
Virtual: 54169, Physical: 51865, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20634, Physical: 56986, Value:  20, TLB hit: true
Virtual: 57555, Physical: 38099, Value:  52, TLB hit: false, PT hit: true 
Virtual: 61210, Physical: 42266, Value:  59, TLB hit: false, PT hit: true 
Virtual:   269, Physical: 57101, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33154, Physical: 53634, Value:  32, TLB hit: false, PT hit: true 
Virtual: 64487, Physical:  5095, Value: 249, TLB hit: false, PT hit: true 
Virtual: 61223, Physical: 42279, Value: 201, TLB hit: true
Virtual: 47292, Physical: 29884, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21852, Physical: 24156, Value:   0, TLB hit: false, PT hit: true 
Virtual:  5281, Physical: 15265, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45912, Physical: 51032, Value:   0, TLB hit: false, PT hit: true 
Virtual: 32532, Physical:  9492, Value:   0, TLB hit: false, PT hit: true 
Virtual: 63067, Physical: 22107, Value: 150, TLB hit: false, PT hit: true 
Virtual: 41683, Physical: 41939, Value: 180, TLB hit: false, PT hit: true 
Virtual: 20981, Physical: 39157, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33881, Physical: 42073, Value:   0, TLB hit: false, PT hit: true 
Virtual: 41785, Physical: 38713, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4580, Physical: 58852, Value:   0, TLB hit: false, PT hit: true 
Virtual: 41389, Physical: 25005, Value:   0, TLB hit: false, PT hit: true 
Virtual: 28572, Physical: 28060, Value:   0, TLB hit: false, PT hit: true 
Virtual:   782, Physical:  7950, Value:   0, TLB hit: false, PT hit: true 
Virtual: 30273, Physical: 58945, Value:   0, TLB hit: false, PT hit: true 
Virtual: 62267, Physical: 23867, Value: 206, TLB hit: false, PT hit: true 
Virtual: 17922, Physical: 18690, Value:  17, TLB hit: false, PT hit: true 
Virtual: 63238, Physical: 16902, Value:  61, TLB hit: false, PT hit: true 
Virtual:  3308, Physical: 40428, Value:   0, TLB hit: false, PT hit: true 
Virtual: 26545, Physical: 24497, Value:   0, TLB hit: false, PT hit: true 
Virtual: 44395, Physical: 44907, Value:  90, TLB hit: false, PT hit: true 
Virtual: 39120, Physical:  4048, Value:   0, TLB hit: false, PT hit: true 
Virtual: 21706, Physical: 52426, Value:  21, TLB hit: false, PT hit: true 
Virtual:  7144, Physical: 26600, Value:   0, TLB hit: false, PT hit: true 
Virtual: 30244, Physical: 58916, Value:   0, TLB hit: true
Virtual:  3725, Physical: 10125, Value:   0, TLB hit: false, PT hit: true 
Virtual: 54632, Physical: 48744, Value:   0, TLB hit: false, PT hit: true 
Virtual: 30574, Physical: 16238, Value:  29, TLB hit: false, PT hit: true 
Virtual:  8473, Physical: 19993, Value:   0, TLB hit: false, PT hit: true 
Virtual: 12386, Physical: 45154, Value:  12, TLB hit: false, PT hit: true 
Virtual: 41114, Physical:  8858, Value:  40, TLB hit: false, PT hit: true 
Virtual: 57930, Physical:  3146, Value:  56, TLB hit: false, PT hit: true 
Virtual: 15341, Physical: 32493, Value:   0, TLB hit: false, PT hit: true 
Virtual: 15598, Physical: 31982, Value:  15, TLB hit: false, PT hit: true 
Virtual: 59922, Physical: 10514, Value:  58, TLB hit: false, PT hit: true 
Virtual: 18226, Physical:  2354, Value:  17, TLB hit: false, PT hit: true 
Virtual: 48162, Physical: 17698, Value:  47, TLB hit: false, PT hit: true 
Virtual: 41250, Physical: 24866, Value:  40, TLB hit: false, PT hit: true 
Virtual:  1512, Physical: 51688, Value:   0, TLB hit: false, PT hit: true 
Virtual:  2546, Physical:  4850, Value:   2, TLB hit: false, PT hit: true 
Virtual: 41682, Physical: 41938, Value:  40, TLB hit: false, PT hit: true 
Virtual:   322, Physical: 57154, Value:   0, TLB hit: false, PT hit: true 
Virtual:   880, Physical:  8048, Value:   0, TLB hit: false, PT hit: true 
Virtual: 20891, Physical: 39067, Value: 102, TLB hit: false, PT hit: true 
Virtual: 56604, Physical: 13340, Value:   0, TLB hit: false, PT hit: true 
Virtual: 40166, Physical:  1254, Value:  39, TLB hit: false, PT hit: true 
Virtual: 26791, Physical: 42663, Value:  41, TLB hit: false, PT hit: true 
Virtual: 44560, Physical: 11024, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38698, Physical: 46890, Value:  37, TLB hit: false, PT hit: true 
Virtual: 64127, Physical:  4479, Value: 159, TLB hit: false, PT hit: true 
Virtual: 15028, Physical: 24756, Value:   0, TLB hit: false, PT hit: true 
Virtual: 38669, Physical: 46861, Value:   0, TLB hit: true
Virtual: 45637, Physical:  7749, Value:   0, TLB hit: false, PT hit: true 
Virtual: 43151, Physical: 17551, Value:  35, TLB hit: false, PT hit: true 
Virtual:  9465, Physical: 23033, Value:   0, TLB hit: false, PT hit: true 
Virtual:  2498, Physical:  4802, Value:   2, TLB hit: true
Virtual: 13978, Physical: 31386, Value:  13, TLB hit: false, PT hit: true 
Virtual: 16326, Physical: 56006, Value:  15, TLB hit: false, PT hit: true 
Virtual: 51442, Physical: 32754, Value:  50, TLB hit: false, PT hit: true 
Virtual: 34845, Physical: 26653, Value:   0, TLB hit: false, PT hit: true 
Virtual: 63667, Physical: 28339, Value:  44, TLB hit: false, PT hit: true 
Virtual: 39370, Physical: 55754, Value:  38, TLB hit: false, PT hit: true 
Virtual: 55671, Physical: 60023, Value:  93, TLB hit: false, PT hit: false 
Virtual: 64496, Physical:  5104, Value:   0, TLB hit: false, PT hit: true 
Virtual:  7767, Physical: 57943, Value: 149, TLB hit: false, PT hit: true 
Virtual:  6283, Physical:  7563, Value:  34, TLB hit: false, PT hit: true 
Virtual: 55884, Physical: 34636, Value:   0, TLB hit: false, PT hit: true 
Virtual: 61103, Physical:  6063, Value: 171, TLB hit: false, PT hit: true 
Virtual: 10184, Physical: 60360, Value:   0, TLB hit: false, PT hit: false 
Virtual: 39543, Physical: 43383, Value: 157, TLB hit: false, PT hit: true 
Virtual:  9555, Physical: 59475, Value:  84, TLB hit: false, PT hit: true 
Virtual: 13963, Physical: 31371, Value: 162, TLB hit: true
Virtual: 58975, Physical: 14943, Value: 151, TLB hit: false, PT hit: true 
Virtual: 19537, Physical: 22609, Value:   0, TLB hit: false, PT hit: true 
Virtual:  6101, Physical:  9429, Value:   0, TLB hit: false, PT hit: true 
Virtual: 41421, Physical: 25037, Value:   0, TLB hit: false, PT hit: true 
Virtual: 45502, Physical: 46014, Value:  44, TLB hit: false, PT hit: true 
Virtual: 29328, Physical: 37008, Value:   0, TLB hit: false, PT hit: true 
Virtual:  8149, Physical: 34005, Value:   0, TLB hit: false, PT hit: true 
Virtual: 25450, Physical: 60522, Value:  24, TLB hit: false, PT hit: false 
Virtual: 58944, Physical: 14912, Value:   0, TLB hit: true
Virtual: 50666, Physical: 18666, Value:  49, TLB hit: false, PT hit: true 
Virtual: 23084, Physical: 35884, Value:   0, TLB hit: false, PT hit: true 
Virtual: 36468, Physical: 14452, Value:   0, TLB hit: false, PT hit: true 
Virtual: 33645, Physical: 60781, Value:   0, TLB hit: false, PT hit: false 
Virtual: 25002, Physical: 52650, Value:  24, TLB hit: false, PT hit: true 
Virtual: 53715, Physical:   979, Value: 116, TLB hit: false, PT hit: true 
Virtual: 60173, Physical: 57613, Value:   0, TLB hit: false, PT hit: true 
Virtual: 46354, Physical: 50194, Value:  45, TLB hit: false, PT hit: true 
Virtual:  4708, Physical: 27748, Value:   0, TLB hit: false, PT hit: true 
Virtual: 28208, Physical: 34864, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58844, Physical: 55260, Value:   0, TLB hit: false, PT hit: true 
Virtual: 22173, Physical: 56733, Value:   0, TLB hit: false, PT hit: true 
Virtual:  8535, Physical: 20055, Value:  85, TLB hit: false, PT hit: true 
Virtual: 42261, Physical: 10773, Value:   0, TLB hit: false, PT hit: true 
Virtual: 29687, Physical: 49655, Value: 253, TLB hit: false, PT hit: true 
Virtual: 37799, Physical: 29351, Value: 233, TLB hit: false, PT hit: true 
Virtual: 22566, Physical:  2854, Value:  22, TLB hit: false, PT hit: true 
Virtual: 62520, Physical:   312, Value:   0, TLB hit: false, PT hit: true 
Virtual:  4098, Physical: 50690, Value:   4, TLB hit: false, PT hit: true 
Virtual: 47999, Physical: 25727, Value: 223, TLB hit: false, PT hit: true 
Virtual: 49660, Physical: 45564, Value:   0, TLB hit: false, PT hit: true 
Virtual: 37063, Physical: 18375, Value:  49, TLB hit: false, PT hit: true 
Virtual: 41856, Physical: 38784, Value:   0, TLB hit: false, PT hit: true 
Virtual:  5417, Physical: 21545, Value:   0, TLB hit: false, PT hit: true 
Virtual: 48856, Physical: 32984, Value:   0, TLB hit: false, PT hit: true 
Virtual: 10682, Physical: 27578, Value:  10, TLB hit: false, PT hit: true 
Virtual: 22370, Physical: 11362, Value:  21, TLB hit: false, PT hit: true 
Virtual: 63281, Physical: 16945, Value:   0, TLB hit: false, PT hit: true 
Virtual: 62452, Physical: 24052, Value:   0, TLB hit: false, PT hit: true 
Virtual: 50532, Physical: 18532, Value:   0, TLB hit: false, PT hit: true 
Virtual:  9022, Physical: 48190, Value:   8, TLB hit: false, PT hit: true 
Virtual: 59300, Physical: 10404, Value:   0, TLB hit: false, PT hit: true 
Virtual: 58660, Physical: 55076, Value:   0, TLB hit: false, PT hit: true 
Virtual: 56401, Physical: 51281, Value:   0, TLB hit: false, PT hit: true 
Virtual:  8518, Physical: 20038, Value:   8, TLB hit: false, PT hit: true 
Virtual: 63066, Physical: 22106, Value:  61, TLB hit: false, PT hit: true 
Virtual: 63250, Physical: 16914, Value:  61, TLB hit: true
Virtual: 48592, Physical:  2000, Value:   0, TLB hit: false, PT hit: true 
Virtual: 28771, Physical:  1379, Value:  24, TLB hit: false, PT hit: true 
Virtual: 37673, Physical: 29225, Value:   0, TLB hit: false, PT hit: true 
Virtual: 60776, Physical: 23656, Value:   0, TLB hit: false, PT hit: true 
Virtual: 56438, Physical: 51318, Value:  55, TLB hit: true
Virtual: 60424, Physical:  7176, Value:   0, TLB hit: false, PT hit: true 
Virtual: 39993, Physical:  1081, Value:   0, TLB hit: false, PT hit: true 
Virtual: 56004, Physical: 34756, Value:   0, TLB hit: false, PT hit: true 
